locus_tag	ftype	length_bp	gene	EC_number	COG	product
prokka_30523	CDS	171				hypothetical protein
prokka_30524	CDS	300				hypothetical protein
prokka_30525	CDS	1329				hypothetical protein
prokka_30526	CDS	486	dfrA_746	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30527	CDS	474	thyA1_563	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30528	CDS	486	dfrA_747	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30529	CDS	705				hypothetical protein
prokka_30530	CDS	681	mutS_2		COG0249	DNA mismatch repair protein MutS
prokka_30531	CDS	1071	clpX_20			ATP-dependent Clp protease ATP-binding subunit ClpX
prokka_30532	CDS	396				hypothetical protein
prokka_30533	CDS	222				hypothetical protein
prokka_30534	CDS	498				IS1595 family transposase ISSsu9
prokka_30535	CDS	696	thyA_750	2.1.1.45	COG0207	Thymidylate synthase
prokka_30536	CDS	300				hypothetical protein
prokka_30537	CDS	477	asnC_95		COG1522	Regulatory protein AsnC
prokka_30538	CDS	489	dfrA_748	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30539	CDS	234	thyA_751	2.1.1.45	COG0207	Thymidylate synthase
prokka_30540	CDS	576	thyA_752	2.1.1.45	COG0207	Thymidylate synthase
prokka_30541	CDS	1023	ywiE_5	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
prokka_30542	CDS	693				hypothetical protein
prokka_30543	CDS	240	thyA1_564	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30544	CDS	489	dfrD_287	1.5.1.3		Dihydrofolate reductase
prokka_30545	CDS	519	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
prokka_30546	CDS	399	dhfR_87	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30547	CDS	153	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
prokka_30548	CDS	201				hypothetical protein
prokka_30549	CDS	441	dhfrIII_267	1.5.1.3		Dihydrofolate reductase type 3
prokka_30550	CDS	480	asnC_96		COG1522	Regulatory protein AsnC
prokka_30551	CDS	480	cls_34	2.7.8.-		Cardiolipin synthase
prokka_30552	CDS	849	thyA1_565	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30553	CDS	492	dfrA_749	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30554	CDS	1722	ilvB_3	2.2.1.6	COG0028	Acetolactate synthase large subunit
prokka_30555	CDS	699	thyA1_566	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30556	CDS	504	dfrA_750	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30557	CDS	345				hypothetical protein
prokka_30558	CDS	495	queF_14	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
prokka_30559	CDS	240	thyA1_567	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30560	CDS	495	folA_443	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30561	CDS	951				hypothetical protein
prokka_30562	CDS	132	pfp_3	2.7.1.11		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
prokka_30563	CDS	465				hypothetical protein
prokka_30564	CDS	699				hypothetical protein
prokka_30565	CDS	486				IS1595 family transposase ISSsu9
prokka_30566	CDS	1101				hypothetical protein
prokka_30567	CDS	228				hypothetical protein
prokka_30568	CDS	849	thyA1_568	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30569	CDS	489	dfrA_751	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30570	CDS	396				hypothetical protein
prokka_30571	CDS	831	thyA1_569	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30572	CDS	486	dfrD_288	1.5.1.3		Dihydrofolate reductase
prokka_30573	CDS	480	asnC_97		COG1522	Regulatory protein AsnC
prokka_30574	CDS	531	dhfrIII_268	1.5.1.3		Dihydrofolate reductase type 3
prokka_30575	CDS	795	thyA2_197	2.1.1.45	COG0207	Thymidylate synthase 2
prokka_30576	CDS	1263	cls_35	2.7.8.-		Cardiolipin synthase
prokka_30577	CDS	1116	glgD_2		COG0448	Glycogen biosynthesis protein GlgD
prokka_30578	CDS	1191	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
prokka_30579	CDS	489	dfrD_289	1.5.1.3		Dihydrofolate reductase
prokka_30580	CDS	846	thyA1_570	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30581	CDS	639				hypothetical protein
prokka_30582	CDS	1161	ampC_402	3.5.2.6		Beta-lactamase
prokka_30583	CDS	1167	ampC_403	3.5.2.6	COG1680	Beta-lactamase
prokka_30584	CDS	534	blc_178		COG3040	Outer membrane lipoprotein Blc
prokka_30585	CDS	318	gdx_166		COG2076	Guanidinium exporter
prokka_30586	CDS	147				hypothetical protein
prokka_30587	CDS	126				hypothetical protein
prokka_30588	CDS	492	bglA_35	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
prokka_30589	CDS	219				hypothetical protein
prokka_30590	CDS	384	marA_185			Multiple antibiotic resistance protein MarA
prokka_30591	CDS	435	marR_98		COG1846	Multiple antibiotic resistance protein MarR
prokka_30592	CDS	1209	ybjJ_29			Inner membrane protein YbjJ
prokka_30593	CDS	816	ybjI_53	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
prokka_30594	CDS	261				hypothetical protein
prokka_30595	CDS	1233	mdfA_65			Multidrug transporter MdfA
prokka_30596	CDS	597	ybjG_37	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
prokka_30597	CDS	603	deoR_27		COG1349	Deoxyribose operon repressor
prokka_30598	CDS	150	deoR_28		COG1349	Deoxyribose operon repressor
prokka_30599	CDS	993	dacC_19	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
prokka_30600	CDS	642	pdeC_68	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_30601	CDS	324	soxS_121			Regulatory protein SoxS
prokka_30602	CDS	873	slt_25	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
prokka_30603	CDS	297	trpR_35		COG2973	Trp operon repressor
prokka_30604	CDS	537	yjjX_51	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_30605	CDS	648	pspB_40	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
prokka_30606	CDS	870	rob_107		COG2207	Right origin-binding protein
prokka_30607	CDS	474				hypothetical protein
prokka_30608	CDS	690	creB_10		COG0745	Transcriptional regulatory protein CreB
prokka_30609	CDS	534	eamA_78		COG0697	putative amino-acid metabolite efflux pump
prokka_30610	CDS	207				hypothetical protein
prokka_30611	CDS	384	marA_186			Multiple antibiotic resistance protein MarA
prokka_30612	CDS	225	marR_99		COG1846	Multiple antibiotic resistance protein MarR
prokka_30613	CDS	900				hypothetical protein
prokka_30614	CDS	780				hypothetical protein
prokka_30615	CDS	399	cdd_2	3.5.4.5	COG0295	Cytidine deaminase
prokka_30616	CDS	687	cat_58	2.3.1.28		Chloramphenicol acetyltransferase
prokka_30617	CDS	327				hypothetical protein
prokka_30618	CDS	1119				hypothetical protein
prokka_30619	CDS	504				hypothetical protein
prokka_30620	CDS	738				hypothetical protein
prokka_30621	CDS	930				hypothetical protein
prokka_30622	CDS	846	yidC2		COG0706	Membrane protein insertase YidC 2
prokka_30623	CDS	195				hypothetical protein
prokka_30624	CDS	171				hypothetical protein
prokka_30625	CDS	252				hypothetical protein
prokka_30626	CDS	693				hypothetical protein
prokka_30627	CDS	1002				hypothetical protein
prokka_30628	CDS	351				hypothetical protein
prokka_30629	CDS	384				hypothetical protein
prokka_30630	CDS	573				hypothetical protein
prokka_30631	CDS	195				hypothetical protein
prokka_30632	CDS	435				hypothetical protein
prokka_30633	CDS	363				hypothetical protein
prokka_30634	CDS	360				hypothetical protein
prokka_30635	CDS	852	dapX_88	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
prokka_30636	CDS	705	rmlB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
prokka_30637	CDS	219				hypothetical protein
prokka_30638	CDS	504				hypothetical protein
prokka_30639	CDS	237				hypothetical protein
prokka_30640	CDS	372				hypothetical protein
prokka_30641	CDS	1365				hypothetical protein
prokka_30642	CDS	414				hypothetical protein
prokka_30643	CDS	672	tig_2	5.2.1.8	COG0544	Trigger factor
prokka_30644	CDS	198				hypothetical protein
prokka_30645	CDS	123				hypothetical protein
prokka_30646	CDS	144				hypothetical protein
prokka_30647	CDS	1134				hypothetical protein
prokka_30648	CDS	465				hypothetical protein
prokka_30649	CDS	885				hypothetical protein
prokka_30650	CDS	261				hypothetical protein
prokka_30651	CDS	552				hypothetical protein
prokka_30652	CDS	219				hypothetical protein
prokka_30653	CDS	261				hypothetical protein
prokka_30654	CDS	426				hypothetical protein
prokka_30655	CDS	342	mraZ_5			Transcriptional regulator MraZ
prokka_30656	CDS	192				hypothetical protein
prokka_30657	CDS	861	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
prokka_30658	CDS	141				hypothetical protein
prokka_30659	CDS	288				hypothetical protein
prokka_30660	CDS	1020				hypothetical protein
prokka_30661	CDS	672				hypothetical protein
prokka_30662	CDS	351				hypothetical protein
prokka_30663	CDS	1017	emrB			Colistin resistance protein EmrB
prokka_30664	CDS	1125	egtA_2	6.3.2.2		Glutamate--cysteine ligase EgtA
prokka_30665	CDS	240				hypothetical protein
prokka_30666	CDS	210				hypothetical protein
prokka_30667	CDS	285				hypothetical protein
prokka_30668	CDS	348				hypothetical protein
prokka_30669	CDS	399	lexA_6	3.4.21.88		LexA repressor
prokka_30670	CDS	195				hypothetical protein
prokka_30671	CDS	360	efp_65		COG0231	Elongation factor P
prokka_30672	CDS	126				hypothetical protein
prokka_30673	CDS	147				hypothetical protein
prokka_30674	CDS	318	gdx_167		COG2076	Guanidinium exporter
prokka_30675	CDS	534	blc_179		COG3040	Outer membrane lipoprotein Blc
prokka_30676	CDS	1167	ampC_404	3.5.2.6	COG1680	Beta-lactamase
prokka_30677	CDS	225				hypothetical protein
prokka_30678	CDS	165				hypothetical protein
prokka_30679	CDS	975				hypothetical protein
prokka_30680	CDS	366	uppS	2.5.1.86	COG0020	Decaprenyl diphosphate synthase
prokka_30681	CDS	804				hypothetical protein
prokka_30682	CDS	285				hypothetical protein
prokka_30683	CDS	642				hypothetical protein
prokka_30684	CDS	330				hypothetical protein
prokka_30685	CDS	456				hypothetical protein
prokka_30686	CDS	459				hypothetical protein
prokka_30687	CDS	450	lnrL_10	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
prokka_30688	CDS	1401				hypothetical protein
prokka_30689	CDS	210				hypothetical protein
prokka_30690	CDS	390				hypothetical protein
prokka_30691	CDS	102				hypothetical protein
prokka_30692	CDS	486	norG_8		COG1167	HTH-type transcriptional regulator NorG
prokka_30693	CDS	252				hypothetical protein
prokka_30694	CDS	423				hypothetical protein
prokka_30695	CDS	363				hypothetical protein
prokka_30696	CDS	780	hisF_2	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
prokka_30697	CDS	285				hypothetical protein
prokka_30698	CDS	378				hypothetical protein
prokka_30699	CDS	249				hypothetical protein
prokka_30700	CDS	336				hypothetical protein
prokka_30701	CDS	378				hypothetical protein
prokka_30702	CDS	261				hypothetical protein
prokka_30703	CDS	288				hypothetical protein
prokka_30704	CDS	234				hypothetical protein
prokka_30705	CDS	351				hypothetical protein
prokka_30706	CDS	456				hypothetical protein
prokka_30707	CDS	138				hypothetical protein
prokka_30708	CDS	426	def_5	3.5.1.88		Peptide deformylase
prokka_30709	CDS	225				hypothetical protein
prokka_30710	CDS	519				hypothetical protein
prokka_30711	CDS	720	galE_8	5.1.3.2	COG1087	UDP-glucose 4-epimerase
prokka_30712	CDS	804	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
prokka_30713	CDS	357				hypothetical protein
prokka_30714	CDS	363				hypothetical protein
prokka_30715	CDS	243				hypothetical protein
prokka_30716	CDS	285		3.4.21.-	COG3340	putative peptidase
prokka_30717	CDS	456				hypothetical protein
prokka_30718	CDS	147				hypothetical protein
prokka_30719	CDS	285				hypothetical protein
prokka_30720	CDS	369				hypothetical protein
prokka_30721	CDS	198				hypothetical protein
prokka_30722	CDS	447				hypothetical protein
prokka_30723	CDS	291				hypothetical protein
prokka_30724	CDS	210				hypothetical protein
prokka_30725	CDS	195				hypothetical protein
prokka_30726	CDS	348				hypothetical protein
prokka_30727	CDS	489				hypothetical protein
prokka_30728	CDS	498				hypothetical protein
prokka_30729	CDS	183				hypothetical protein
prokka_30730	CDS	258				hypothetical protein
prokka_30731	CDS	495				hypothetical protein
prokka_30732	CDS	366	crcB_3			Putative fluoride ion transporter CrcB
prokka_30733	CDS	339	crcB_4			Putative fluoride ion transporter CrcB
prokka_30734	CDS	1146				hypothetical protein
prokka_30735	CDS	210				hypothetical protein
prokka_30736	CDS	588	menA_1	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
prokka_30737	CDS	429	menA_2	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
prokka_30738	CDS	273				hypothetical protein
prokka_30739	CDS	207				hypothetical protein
prokka_30740	CDS	417				hypothetical protein
prokka_30741	CDS	465				hypothetical protein
prokka_30742	CDS	222				hypothetical protein
prokka_30743	CDS	591				hypothetical protein
prokka_30744	CDS	270	rpsO_4			30S ribosomal protein S15
prokka_30745	CDS	510				hypothetical protein
prokka_30746	CDS	594	arlR_2		COG0745	Response regulator ArlR
prokka_30747	CDS	366				hypothetical protein
prokka_30748	CDS	423				hypothetical protein
prokka_30749	CDS	549	bcs1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
prokka_30750	CDS	498				hypothetical protein
prokka_30751	CDS	435				hypothetical protein
prokka_30752	CDS	291				hypothetical protein
prokka_30753	CDS	270				hypothetical protein
prokka_30754	CDS	795	rmlB_3	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
prokka_30755	CDS	186				hypothetical protein
prokka_30756	CDS	363				hypothetical protein
prokka_30757	CDS	450				hypothetical protein
prokka_30758	CDS	849				hypothetical protein
prokka_30759	CDS	495	xerD_2		COG4974	Tyrosine recombinase XerD
prokka_30760	CDS	243				hypothetical protein
prokka_30761	CDS	582				hypothetical protein
prokka_30762	CDS	1344				hypothetical protein
prokka_30763	CDS	549				hypothetical protein
prokka_30764	CDS	336				hypothetical protein
prokka_30765	CDS	528				hypothetical protein
prokka_30766	CDS	300				hypothetical protein
prokka_30767	CDS	294				hypothetical protein
prokka_30768	CDS	228	ghrA_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
prokka_30769	CDS	384				hypothetical protein
prokka_30770	CDS	141				hypothetical protein
prokka_30771	CDS	1137	opgE_11	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
prokka_30772	CDS	516	ompX_10		COG3637	Outer membrane protein X
prokka_30773	CDS	426				hypothetical protein
prokka_30774	CDS	753				hypothetical protein
prokka_30775	CDS	366				hypothetical protein
prokka_30776	CDS	204				hypothetical protein
prokka_30777	CDS	1047	ddl_729	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_30778	CDS	636				hypothetical protein
prokka_30779	CDS	495				hypothetical protein
prokka_30780	CDS	522	ddl_730	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_30781	CDS	369	greA_8		COG0782	Transcription elongation factor GreA
prokka_30782	CDS	945				hypothetical protein
prokka_30783	CDS	1488	pdtaS_71	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
prokka_30784	CDS	279	whiB1_79			Transcriptional regulator WhiB1
prokka_30785	CDS	1821				hypothetical protein
prokka_30786	CDS	1335	tagU_12	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
prokka_30787	CDS	186	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
prokka_30788	CDS	186				hypothetical protein
prokka_30789	CDS	555				hypothetical protein
prokka_30790	CDS	1002	gpsA_21	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
prokka_30791	CDS	1188	ddlA_170	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_30792	CDS	1167				hypothetical protein
prokka_30793	CDS	939				hypothetical protein
prokka_30794	CDS	198				hypothetical protein
prokka_30795	CDS	474				hypothetical protein
prokka_30796	CDS	1083	dapX_89	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
prokka_30797	CDS	462	galK_3	2.7.1.6		Galactokinase
prokka_30798	CDS	285				hypothetical protein
prokka_30799	CDS	513				hypothetical protein
prokka_30800	CDS	309	yaiY_4			Inner membrane protein YaiY
prokka_30801	CDS	213				hypothetical protein
prokka_30802	CDS	207				hypothetical protein
prokka_30803	CDS	891	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
prokka_30804	CDS	447				hypothetical protein
prokka_30805	CDS	555				hypothetical protein
prokka_30806	CDS	663				hypothetical protein
prokka_30807	CDS	924	ddl_731	6.3.2.4		D-alanine--D-alanine ligase
prokka_30808	CDS	1014				hypothetical protein
prokka_30809	CDS	324				hypothetical protein
prokka_30810	CDS	900	eamA_79		COG0697	putative amino-acid metabolite efflux pump
prokka_30811	CDS	414				hypothetical protein
prokka_30812	CDS	426				hypothetical protein
prokka_30813	CDS	858	murI_18	5.1.1.3	COG0796	Glutamate racemase
prokka_30814	CDS	1092	ddlA_171	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_30815	CDS	150	rpmG_1		COG0267	50S ribosomal protein L33
prokka_30816	CDS	246	secE_6			Protein translocase subunit SecE
prokka_30817	CDS	984	murC_64	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_30818	CDS	921	ddlB_239	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_30819	CDS	831	ftsQ_63		COG1589	Cell division protein FtsQ
prokka_30820	CDS	915				hypothetical protein
prokka_30821	CDS	231				hypothetical protein
prokka_30822	CDS	639				hypothetical protein
prokka_30823	CDS	1032				hypothetical protein
prokka_30824	CDS	1146	ddlA_172	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_30825	CDS	174				hypothetical protein
prokka_30826	CDS	225				hypothetical protein
prokka_30827	CDS	888				hypothetical protein
prokka_30828	CDS	1536	pdtaS_72	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
prokka_30829	CDS	279	whiB1_80			Transcriptional regulator WhiB1
prokka_30830	CDS	1950				hypothetical protein
prokka_30831	CDS	1056	tagU_13	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
prokka_30832	CDS	156				hypothetical protein
prokka_30833	CDS	762	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
prokka_30834	CDS	1005	ddl_732	6.3.2.4		D-alanine--D-alanine ligase
prokka_30835	CDS	483				hypothetical protein
prokka_30836	CDS	201				hypothetical protein
prokka_30837	CDS	366	ddl_733	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_30838	CDS	666	ddlB_240	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_30839	CDS	1299	pncB2_49	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
prokka_30840	CDS	639				hypothetical protein
prokka_30841	CDS	132				hypothetical protein
prokka_30842	CDS	435				hypothetical protein
prokka_30843	CDS	1176	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
prokka_30844	CDS	303	argC_1	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
prokka_30845	CDS	1161	ampC_405	3.5.2.6		Beta-lactamase
prokka_30846	CDS	639				hypothetical protein
prokka_30847	CDS	495				hypothetical protein
prokka_30848	CDS	780		7.2.2.10		Calcium-transporting ATPase 1
prokka_30849	CDS	681				hypothetical protein
prokka_30850	CDS	879				hypothetical protein
prokka_30851	CDS	261				hypothetical protein
prokka_30852	CDS	189				hypothetical protein
prokka_30853	CDS	651				hypothetical protein
prokka_30854	CDS	387				hypothetical protein
prokka_30855	CDS	639				hypothetical protein
prokka_30856	CDS	1161	ampC_406	3.5.2.6		Beta-lactamase
prokka_30857	CDS	879	ampR_43			HTH-type transcriptional activator AmpR
prokka_30858	CDS	876	frdA_21	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
prokka_30859	CDS	735	frdB_66	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
